,Specimen Page,Sequence Length,Genus,Species,Genus species,% Match,Notes,Common_Name,Cruise ID,Haul ID,Station ID,Latitude,Longitude,SST,Depth,Stage,Picture file(s),Day,Month,Year,Time
NYOS2209E03_H02,NYOS2209E03_H02,581,Prionotus,carolinus,Prionotus carolinus,99.83,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1ayjOuCE_TlfCCLQY7jOynH7fnmLAiA3u/view?usp=share_link,,,,
NYOS2209E03_H03,NYOS2209E03_H03,630,Prionotus,carolinus,Prionotus carolinus,99.68,,Northern Searobin,2209,E03,6.2,,,,,Egg,https://drive.google.com/file/d/1N_4WJUVXmkUr8F9DyZjfkqED7FhPpWhu/view?usp=share_link,,,,
NYOS2209E03_H04,NYOS2209E03_H04,558,Prionotus,carolinus,Prionotus carolinus,99.64,,Northern Searobin,2209,E03,6.2,,,,,Egg,https://drive.google.com/file/d/1BlAdxFxX0AQ1aRXzL7zpSyiCktLizVYd/view?usp=share_link,,,,
NYOS2209E03_H05,NYOS2209E03_H05,587,Brevoortia,tyrannus,Brevoortia tyrannus,99.31,Brevoortia patronus 99.66,Atlantic Menhaden,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1s7Q3M_1yZdIXEmicoB7OCbvizNDhOm-6/view?usp=share_link,,,,
NYOS2209E03_H06,NYOS2209E03_H06,652,Prionotus,carolinus,Prionotus carolinus,100,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1S7KyogPOSnZgakpTvjzCQZJVgTPmFb3T/view?usp=share_link,,,,
NYOS2209E03_H07,NYOS2209E03_H07,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1YTiqt_l4RBczJENyWBROnT9rNGbD1mVk/view?usp=share_link,,,,
NYOS2209E03_H08,NYOS2209E03_H08,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1YGqEg0IPR08lh5Sy-muo65DQOmGnM4j4/view?usp=share_link,,,,
NYOS2209E03_H09,NYOS2209E03_H09,652,Prionotus,carolinus,Prionotus carolinus,100,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1-TzK7V-2cpXlG2rzEezQIjco6Pr5HNAH/view?usp=share_link,,,,
NYOS2209E03_H10,NYOS2209E03_H10,652,Brevoortia,tyrannus,Brevoortia tyrannus,100,,Atlantic Menhaden,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1VybJbBAK0u6k5-OxNyvUnfyrwKiGnIuq/view?usp=share_link,,,,
NYOS2209E03_H11,NYOS2209E03_H11,586,Brevoortia,tyrannus,Brevoortia tyrannus,99.83,Brevoortia patronus 100,Atlantic Menhaden,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1jopSOjaII6Hu6bhxMEA3fgB1C5yr5B0U/view?usp=share_link,,,,
NYOS2209E03_A01,NYOS2209E03_A01,652,Prionotus,carolinus,Prionotus carolinus,100,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1d6J57bp-bDCZH8TFzWn07tG6A1ufShnj/view?usp=share_link,,,,
NYOS2209E03_A02,NYOS2209E03_A02,652,Prionotus,carolinus,Prionotus carolinus,99.67,,Northern Searobin,2209,E03,6.2,,,,,Egg,https://drive.google.com/file/d/10dEaOZlcyx5edZM_LW_E2YXyiFXPVgOb/view?usp=share_link,,,,
NYOS2209E03_A03,NYOS2209E03_A03,652,Centropristis,striata,Centropristis striata,100,,Black Seabass,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1dfmZJ8VM-zz_UWNMgF-mIYR4pwI2L7Qn/view?usp=share_link,,,,
NYOS2209E03_A04,NYOS2209E03_A04,652,Prionotus,carolinus,Prionotus carolinus,100,,Northern Searobin,2209,E03,6.2,,,,,Egg,https://drive.google.com/file/d/1ts8aOZRhGKxQZnh-6xn-DH-a13O3j7Zd/view?usp=share_link,,,,
NYOS2209E03_A05,NYOS2209E03_A05,0,Brevoortia,tyrannus,Brevoortia tyrannus,,Okay; HIGH VISUAL ID + DNA SUBWAY,Atlantic Menhaden,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1_R0JezTV4Rc_52fWsyuAMAy6UneMd7pq/view?usp=share_link,,,,
NYOS2209E03_A06,NYOS2209E03_A06,0,Brevoortia,tyrannus,Brevoortia tyrannus,,Okay; HIGH VISUAL ID + DNA SUBWAY,Atlantic Menhaden,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1nYM1DXNyQ34spimlDdlvViR2Uz_Li9TQ/view?usp=share_link,,,,
NYOS2209E03_A07,NYOS2209E03_A07,478,Prionotus,carolinus,Prionotus carolinus,98.95,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1PLIduIy98VO6u30qO242pdMgJX_zeYX8/view?usp=share_link,,,,
NYOS2209E03_A08,NYOS2209E03_A08,652,Prionotus,carolinus,Prionotus carolinus,100,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1heF5-Ec2PlZFJqW8C4k2AjuEMY-yXdqh/view?usp=share_link,,,,
NYOS2209E03_A09,NYOS2209E03_A09,0,Brevoortia,tyrannus,Brevoortia tyrannus,,Okay; HIGH VISUAL ID + DNA SUBWAY,Atlantic Menhaden,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1xsiaCXcB6xkpKVqgX4KACr7n6xS2mc0X/view?usp=share_link,,,,
NYOS2209E03_A10,NYOS2209E03_A10,652,Centropristis,striata,Centropristis striata,100,,Black Seabass,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1tU5k2NAlKYvQB0rjy-_7d9LzF3JF2kPR/view?usp=share_link,,,,
NYOS2209E03_A11,NYOS2209E03_A11,652,Prionotus,carolinus,Prionotus carolinus,100,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1iq11Mch-vcb1MA1idp9aMxZlFd8NZyib/view?usp=share_link,,,,
NYOS2209E03_A12,NYOS2209E03_A12,652,Prionotus,carolinus,Prionotus carolinus,100,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1cvNW7ePRyWwrWTuBXcUn5z90aHdh7fqQ/view?usp=share_link,,,,
NYOS2209E03_B01,NYOS2209E03_B01,629,Prionotus,carolinus,Prionotus carolinus,99.52,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1TwrDar_MxVhgXJBXvrYYszt6h-rHHBz0/view?usp=share_link,,,,
NYOS2209E03_B02,NYOS2209E03_B02,652,Prionotus,carolinus,Prionotus carolinus,100,Prionotus rubio 100,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1mE6AdDWteM4SOJKlR8Pe1s3gQt_QzuYg/view?usp=share_link,,,,
NYOS2209E03_B03,NYOS2209E03_B03,0,Brevoortia,tyrannus,Brevoortia tyrannus,,Okay; HIGH VISUAL ID + DNA SUBWAY,Atlantic Menhaden,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/12nmx326bRC_wfUcCkQRHmkexwpLehd7b/view?usp=share_link,,,,
NYOS2209E03_B04,NYOS2209E03_B04,563,Prionotus,carolinus,Prionotus carolinus,100,Prionotus rubio 100,Northern Searobin,2209,E03,6.2,,,,,Egg,https://drive.google.com/file/d/18YtS4ApxoVCxW6q6Mer9fUFOeuX9vWCU/view?usp=share_link,,,,
NYOS2209E03_B05,NYOS2209E03_B05,652,Prionotus,carolinus,Prionotus carolinus,99.84,,Northern Searobin,2209,E03,6.2,,,,,Egg,https://drive.google.com/file/d/1HddP0eZJ6FhJSVZfynvySgJzHSQs9UDS/view?usp=share_link,,,,
NYOS2209E03_B06,NYOS2209E03_B06,652,Prionotus,carolinus,Prionotus carolinus,99.69,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1N3tT_6otd66zyoDz3fDev8Psdhb79gel/view?usp=share_link,,,,
NYOS2209E03_B07,NYOS2209E03_B07,652,Prionotus,carolinus,Prionotus carolinus,99.69,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1qpC0cuiAZgK-vgIFx2ivvNOtfEAPbd7N/view?usp=share_link,,,,
NYOS2209E03_B08,NYOS2209E03_B08,652,Prionotus,carolinus,Prionotus carolinus,99.69,,Northern Searobin,2209,E03,6.2,,,,,Egg,https://drive.google.com/file/d/1ev3mV3ROAROfXFzKpXM9VwdUlJyiRWni/view?usp=share_link,,,,
NYOS2209E03_B09,NYOS2209E03_B09,0,Brevoortia,tyrannus,Brevoortia tyrannus,,Okay; HIGH VISUAL ID + DNA SUBWAY,Atlantic Menhaden,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1pVs0TC11lCsdO772VxinYCkh6Fch1OFK/view?usp=share_link,,,,
NYOS2209E03_B10,NYOS2209E03_B10,581,Prionotus,carolinus,Prionotus carolinus,99.65,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1VKmEaibfzVm7labiW5jjye1z_cbJG2Vy/view?usp=share_link,,,,
NYOS2209E03_B11,NYOS2209E03_B11,629,Prionotus,carolinus,Prionotus carolinus,99.52,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1bRqWyQPuKrBLEXsi214oXdsXdy_aWCsj/view?usp=share_link,,,,
NYOS2209E03_B12,NYOS2209E03_B12,652,Etropus,microstomus,Etropus microstomus,99.85,,Smallmouth Flounder,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1zvnt5jlyzrhzMgucerIJGBWEL2eDTHHZ/view?usp=share_link,,,,
NYOS2209E03_C01,NYOS2209E03_C01,593,Prionotus,carolinus,Prionotus carolinus,100,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1Xc5Zd5rlAV1f-aQkz4vidA0Wv4P7oG8l/view?usp=share_link,,,,
NYOS2209E03_C02,NYOS2209E03_C02,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1rMKc2XEYwOptXEzt9ghrM73Y02QTD3IC/view?usp=share_link,,,,
NYOS2209E03_C03,NYOS2209E03_C03,652,Prionotus,carolinus,Prionotus carolinus,100,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1zo80u0Udnd64tFFjNBfvYGAk3IidGUf4/view?usp=share_link,,,,
NYOS2209E03_C04,NYOS2209E03_C04,598,,, ,,No match (flagged),,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1yWMCqri6kA0I3PtSbHCCAD44uq-oxWgq/view?usp=share_link,,,,
NYOS2209E03_C05,NYOS2209E03_C05,560,Prionotus,carolinus,Prionotus carolinus,99.46,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1vMvArZgQPLuJrf9cmQQKIVsD0lwJ0ewV/view?usp=share_link,,,,
NYOS2209E03_C06,NYOS2209E03_C06,652,Prionotus,carolinus,Prionotus carolinus,99.84,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1pzmlXMgpsqbkggPmOwOpCoHFATL2sg13/view?usp=share_link,,,,
NYOS2209E03_C07,NYOS2209E03_C07,652,Centropristis,striata,Centropristis striata,100,,Black Seabass,2209,E03,6.2,,,,,Egg,https://drive.google.com/file/d/1PqaygOzZIay7pXATrmoWp3iYOLZdnOJc/view?usp=share_link,,,,
NYOS2209E03_C08,NYOS2209E03_C08,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2209,E03,6.2,,,,,Egg,https://drive.google.com/file/d/1djZd4ZcajyY_sDBsmIk2HtQMaQdfGeFm/view?usp=share_link,,,,
NYOS2209E03_C09,NYOS2209E03_C09,629,Prionotus,carolinus,Prionotus carolinus,100,,Northern Searobin,2209,E03,6.2,,,,,Egg,https://drive.google.com/file/d/1Xm_CUj2rRdTWDp82zts46RiWTC-B_O4h/view?usp=share_link,,,,
NYOS2209E03_C10,NYOS2209E03_C10,0,,, ,,Bad,,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1X2fe8yifiQflYq8aPpVQcNwzpWGZDptN/view?usp=share_link,,,,
NYOS2209E03_C11,NYOS2209E03_C11,652,Prionotus,carolinus,Prionotus carolinus,99.53,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1CwrxclU1Od8Gj5QtN8UEVfPC0aydFPQI/view?usp=share_link,,,,
NYOS2209E03_C12,NYOS2209E03_C12,652,Prionotus,carolinus,Prionotus carolinus,99.84,,Northern Searobin,2209,E03,6.2,,,,,Egg,https://drive.google.com/file/d/1myJ97ReEk99WBDITgVlPWOX_x8zDanKn/view?usp=share_link,,,,
NYOS2209E03_D01,NYOS2209E03_D01,652,Brevoortia,tyrannus,Brevoortia tyrannus,99.84,,Atlantic Menhaden,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1dHmLF5Ch37jcnQ158L2fzGiDpvEU0Ea2/view?usp=share_link,,,,
NYOS2209E03_D02,NYOS2209E03_D02,0,Brevoortia,tyrannus,Brevoortia tyrannus,,Okay; HIGH VISUAL ID,Atlantic Menhaden,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1vYUWh4MwzUY_NzuNJVXMUWsK6G0lJEJb/view?usp=share_link,,,,
NYOS2209E03_D03,NYOS2209E03_D03,652,Prionotus,carolinus,Prionotus carolinus,99.38,,Northern Searobin,2209,E03,6.2,,,,,Egg,https://drive.google.com/file/d/1vHn_BW6Dc2wqdojKGkx3yQzt6f4qeCxN/view?usp=share_link,,,,
NYOS2209E03_D04,NYOS2209E03_D04,652,Prionotus,carolinus,Prionotus carolinus,99.53,,Northern Searobin,2209,E03,6.2,,,,,Egg,https://drive.google.com/file/d/1t9cc5k5OW2S7TPzVPrBR0Cyfe6GVUGtG/view?usp=share_link,,,,
NYOS2209E03_D05,NYOS2209E03_D05,531,Brevoortia,tyrannus,Brevoortia tyrannus,99.43,,Atlantic Menhaden,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1B6olRqFKcAtCFqXRTaMfmcEO1TrfJnnX/view?usp=share_link,,,,
NYOS2209E03_D06,NYOS2209E03_D06,630,Prionotus,carolinus,Prionotus carolinus,99.68,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/19bcKRyI0jK60Shoyln0R9AdzEDqPOmBg/view?usp=share_link,,,,
NYOS2209E03_D07,NYOS2209E03_D07,629,Brevoortia,tyrannus,Brevoortia tyrannus,100,,Atlantic Menhaden,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1rYZCRKY_SD0TZXgQeEe2Jg5CSpBpqsTq/view?usp=share_link,,,,
NYOS2209E03_D08,NYOS2209E03_D08,581,Brevoortia,tyrannus,Brevoortia tyrannus,99.83,tyrannus,Atlantic Menhaden,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1rwfpg_tkH0kgoWSdXcfZZ2eLNPSZI_oP/view?usp=share_link,,,,
NYOS2209E03_D09,NYOS2209E03_D09,652,Prionotus,carolinus,Prionotus carolinus,99.83,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1QSOEptwKYUHyNPC6KA5YnZZWPS_45OpU/view?usp=share_link,,,,
NYOS2209E03_D10,NYOS2209E03_D10,652,Prionotus,carolinus,Prionotus carolinus,99.53,,Northern Searobin,2209,E03,6.2,,,,,Egg,https://drive.google.com/file/d/1yQ342eYoeizPS1TO4DSdDVH2ZpyUdAnj/view?usp=share_link,,,,
NYOS2209E03_D11,NYOS2209E03_D11,0,,, ,,,,2209,E03,6.2,,,,,Egg,https://drive.google.com/file/d/1EOBl3nw3_Yg4MOHib_zlhGYZmwNJsxO_/view?usp=share_link,,,,
NYOS2209E03_D12,NYOS2209E03_D12,473,Prionotus,carolinus,Prionotus carolinus,100,,Northern Searobin,2209,E03,6.2,,,,,Egg,https://drive.google.com/file/d/1zAVMA9V5L-j5XrCUgHi5APJ2UfbFUm0T/view?usp=share_link,,,,
NYOS2209E03_E01,NYOS2209E03_E01,559,Prionotus,carolinus,Prionotus carolinus,99.64,,Northern Searobin,2209,E03,6.2,,,,,Egg,https://drive.google.com/file/d/1csXUreHkpJPW6EZ8xrBGIAk9cAlEugkV/view?usp=share_link,,,,
NYOS2209E03_E02,NYOS2209E03_E02,652,Prionotus,carolinus,Prionotus carolinus,99.84,,Northern Searobin,2209,E03,6.2,,,,,Egg,https://drive.google.com/file/d/18k60gZL0MScjkqPjzDNJoRlCPRLVGlSx/view?usp=share_link,,,,
NYOS2209E03_E03,NYOS2209E03_E03,514,Prionotus,carolinus,Prionotus carolinus,100,,Northern Searobin,2209,E03,6.2,,,,,Egg,https://drive.google.com/file/d/1go8e4yN7kBUk3fAV1srqYEAhvmAHxJwY/view?usp=share_link,,,,
NYOS2209E03_E04,NYOS2209E03_E04,0,Brevoortia,tyrannus,Brevoortia tyrannus,,Okay; HIGH VISUAL ID + DNA SUBWAY,Atlantic Menhaden,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/10NLmpfQO3MIDSwEMr1b8MzFw4I6gsr1n/view?usp=share_link,,,,
NYOS2209E03_E05,NYOS2209E03_E05,559,Prionotus,carolinus,Prionotus carolinus,99.82,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/12psfShK5zCzc7Gcr_oG1IjIUSCmdAUzy/view?usp=share_link,,,,
NYOS2209E03_E06,NYOS2209E03_E06,269,Prionotus,carolinus,Prionotus carolinus,99.22,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1XXms56UIdzCa4WkBlPYAZaXeJCjSgDYk/view?usp=share_link,,,,
NYOS2209E03_E07,NYOS2209E03_E07,602,Prionotus,carolinus,Prionotus carolinus,100,Prionotus rubio 100,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1s3O6jPx95oKdMPQiQclf79-4tqI-9I4D/view?usp=share_link,,,,
NYOS2209E03_E08,NYOS2209E03_E08,652,Prionotus,carolinus,Prionotus carolinus,99.52,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1gABYSn7vO17vAFc3ecb6WoL0GueTmraJ/view?usp=share_link,,,,
NYOS2209E03_E09,NYOS2209E03_E09,521,Prionotus,carolinus,Prionotus carolinus,99.61,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/17E3wEEj0GQ1_z20fHcrN_tuCBSQmdm5P/view?usp=share_link,,,,
NYOS2209E03_E10,NYOS2209E03_E10,652,Centropristis,striata,Centropristis striata,99.84,,Black Seabass,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1wwhd8F5DaGvW9GNbpMXbWImhPDxZKvqK/view?usp=share_link,,,,
NYOS2209E03_E11,NYOS2209E03_E11,630,Prionotus,carolinus,Prionotus carolinus,99.52,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1LX0TZEO90wpLohSUkKRmbwDniKeflyVt/view?usp=share_link,,,,
NYOS2209E03_E12,NYOS2209E03_E12,634,Prionotus,carolinus,Prionotus carolinus,100,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1ARZoHseS5COKw7b28lLk_jJvMOPdv5Ez/view?usp=share_link,,,,
NYOS2209E03_F01,NYOS2209E03_F01,652,Etropus,microstomus,Etropus microstomus,99.53,,Smallmouth Flounder,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1XWRXHKbZm_53mSSH8kN-tceP8k0KqsIF/view?usp=share_link,,,,
NYOS2209E03_F02,NYOS2209E03_F02,630,Prionotus,carolinus,Prionotus carolinus,99.52,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1dJjWmpKv1VZ-gHXhDldC98ug2VIcCefF/view?usp=share_link,,,,
NYOS2209E03_F03,NYOS2209E03_F03,560,Prionotus,carolinus,Prionotus carolinus,100,,Northern Searobin,2209,E03,6.2,,,,,Larva,https://drive.google.com/file/d/1JGQCX44oKT5z7__rjMIt8yk477IgEJpJ/view?usp=share_link,,,,
NYOS2209E04_F04,NYOS2209E04_F04,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.85,,Gulfstream Flounder,2209,E04,6.3,,,,,Egg,https://drive.google.com/file/d/1kvm7bUbGk5B1nQG_tW8_mB2ovKZc3t1_/view?usp=share_link,,,,
NYOS2209E04_F05,NYOS2209E04_F05,0,Urophycis,chuss,Urophycis chuss,,DNA SUBWAY,Red Hake,2209,E04,6.3,,,,,Egg,https://drive.google.com/file/d/15bWuViyaLmUl7y1-Y6DUKgHwb14vvm5Y/view?usp=share_link,,,,
NYOS2209E04_F06,NYOS2209E04_F06,652,Prionotus,carolinus,Prionotus carolinus,99.84,,Northern Searobin,2209,E04,6.3,,,,,Egg,https://drive.google.com/file/d/1pQrs6rouDlbnHOL6YssoB5X8syOw-Kr_/view?usp=share_link,,,,
NYOS2209E04_F07,NYOS2209E04_F07,652,Prionotus,carolinus,Prionotus carolinus,99.69,,Northern Searobin,2209,E04,6.3,,,,,Egg,https://drive.google.com/file/d/1PYtSDcE3cary13rBHYkGbnakPMg_-N83/view?usp=share_link,,,,
NYOS2209E04_F08,NYOS2209E04_F08,585,Urophycis,chuss,Urophycis chuss,100,,Red Hake,2209,E04,6.3,,,,,Egg,https://drive.google.com/file/d/14oAkZRytvhDKnDfbNO3iBAXrvXpuaUXp/view?usp=share_link,,,,
NYOS2209E04_F09,NYOS2209E04_F09,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.85,,Gulfstream Flounder,2209,E04,6.3,,,,,Larva,https://drive.google.com/file/d/1Z-J0vGTlFRkBk9EaT3ieinmmBMwmmURx/view?usp=share_link,,,,
NYOS2209E04_F10,NYOS2209E04_F10,652,Prionotus,carolinus,Prionotus carolinus,100,,Northern Searobin,2209,E04,6.3,,,,,Egg,https://drive.google.com/file/d/1CIBX26oYvU7jbwcFx5Ni3go24gPXsLJ6/view?usp=share_link,,,,
NYOS2209E04_F11,NYOS2209E04_F11,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2209,E04,6.3,,,,,,Missing image,,,,
NYOS2209E04_F12,NYOS2209E04_F12,652,Prionotus,carolinus,Prionotus carolinus,99.38,,Northern Searobin,2209,E04,6.3,,,,,Egg,https://drive.google.com/file/d/1QxIEOFY3eTzRFZ1wVXjoDUeSRfdCqAf-/view?usp=share_link,,,,
NYOS2209E04_G01,NYOS2209E04_G01,652,Prionotus,carolinus,Prionotus carolinus,99.69,,Northern Searobin,2209,E04,6.3,,,,,Egg,https://drive.google.com/file/d/11T86zVP_L6ivvne2SlqJgYfNtCWvmKCC/view?usp=share_link,,,,
NYOS2209E04_G02,NYOS2209E04_G02,652,Urophycis,chuss,Urophycis chuss,100,,Red Hake,2209,E04,6.3,,,,,Egg,https://drive.google.com/file/d/10ZxfLWUJvKOq4NtNN3EGjxQvcNA0RyME/view?usp=share_link,,,,
NYOS2209E04_G03,NYOS2209E04_G03,0,Brevoortia,tyrannus,Brevoortia tyrannus,,Okay; HIGH VISUAL ID,Atlantic Menhaden,2209,E04,6.3,,,,,Larva,https://drive.google.com/file/d/1jHx-XvX1eWDPFQa9Y7-KOlIQImRI0N6t/view?usp=share_link,,,,
NYOS2209E04_G04,NYOS2209E04_G04,652,Paralichthys,oblongus,Paralichthys oblongus,100,,Fourspot Flounder,2209,E04,6.3,,,,,Egg,https://drive.google.com/file/d/19ySYqa0203THaKTwMeOHC-r4DwMCq5Kq/view?usp=share_link,,,,
NYOS2209E04_G05,NYOS2209E04_G05,630,Prionotus,carolinus,Prionotus carolinus,100,,Northern Searobin,2209,E04,6.3,,,,,Egg,https://drive.google.com/file/d/1tOkcWbPeoumf_Lt0-m1MifZumV820dly/view?usp=share_link,,,,
NYOS2209E04_G06,NYOS2209E04_G06,0,,, ,,,,2209,E04,6.3,,,,,Egg,https://drive.google.com/file/d/1x9lDmyWTNJVMfKH74MQX4pszhbRdHb2P/view?usp=share_link,,,,
NYOS2209E04_G07,NYOS2209E04_G07,652,Prionotus,carolinus,Prionotus carolinus,100,Prionotus rubio 100,Northern Searobin,2209,E04,6.3,,,,,Egg,https://drive.google.com/file/d/1XzoqAq89sFV5FSOUJ9mzCk2kTvr2a0w7/view?usp=share_link,,,,
NYOS2209E04_G08,NYOS2209E04_G08,629,Prionotus,carolinus,Prionotus carolinus,99.84,,Northern Searobin,2209,E04,6.3,,,,,Egg,https://drive.google.com/file/d/1MgwD871GdI9mQoZpuRO5OAnzf1lIf_3N/view?usp=share_link,,,,
NYOS2209E04_G09,NYOS2209E04_G09,652,Prionotus,carolinus,Prionotus carolinus,99.84,,Northern Searobin,2209,E04,6.3,,,,,Egg,https://drive.google.com/file/d/1fOrcZQt_ip5aSchoB7SR9aaTZtYhRa5b/view?usp=share_link,,,,
NYOS2209E04_G10,NYOS2209E04_G10,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.39,,Gulfstream Flounder,2209,E04,6.3,,,,,Larva,https://drive.google.com/file/d/1D50RGfhRVjWUcWfqhdOF3afjYLp81Dy2/view?usp=share_link,,,,
NYOS2209E04_G11,NYOS2209E04_G11,0,Urophycis,chuss,Urophycis chuss,,Good; HIGH VISUAL ID,Red Hake,2209,E04,6.3,,,,,Larva,https://drive.google.com/file/d/1ce1DkgM2ZU_0qf7gYNEk-GoN-_DJ5Eik/view?usp=share_link,,,,
NYOS2209E04_G12,NYOS2209E04_G12,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.39,,Gulfstream Flounder,2209,E04,6.3,,,,,Larva,https://drive.google.com/file/d/1Ywymjnn19GOSiAdNcWLVe7TnqfuAKh4P/view?usp=share_link,,,,
NYOS2209E04_H01,NYOS2209E04_H01,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.39,,Gulfstream Flounder,2209,E04,6.3,,,,,Larva,https://drive.google.com/file/d/19IfKPL-4nGTIqlIcPny_dyXT3yKANm8y/view?usp=share_link,,,,
NYOS2209E04_H02,NYOS2209E04_H02,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2209,E04,6.3,,,,,Larva,https://drive.google.com/file/d/1sHVV-yN7_8bx6pbSvt5EJzGJp9BJuYly/view?usp=share_link,,,,
NYOS2209E04_H03,NYOS2209E04_H03,513,Prionotus,carolinus,Prionotus carolinus,99.61,,Northern Searobin,2209,E04,6.3,,,,,Larva,https://drive.google.com/file/d/1zxx4oLBF9y3tUm9uYLbqYU4_Gg8MjBiF/view?usp=share_link,,,,
NYOS2209E04_H04,NYOS2209E04_H04,642,Citharichthys,arctifrons,Citharichthys arctifrons,99.84,,Gulfstream Flounder,2209,E04,6.3,,,,,Larva,https://drive.google.com/file/d/1biW87YNUmujtS3LaBCuhiwCzsk36KMaU/view?usp=share_link,,,,
NYOS2209E04_H05,NYOS2209E04_H05,596,Urophycis,chuss,Urophycis chuss,99.83,,Red Hake,2209,E04,6.3,,,,,Egg,https://drive.google.com/file/d/1Dp-PNbSFMbG3jKmfPBMtSqRHJJSXXmOG/view?usp=share_link,,,,
NYOS2209E04_H06,NYOS2209E04_H06,616,Urophycis,regia,Urophycis regia,100,,Spotted Codling,2209,E04,6.3,,,,,Egg,https://drive.google.com/file/d/18QC1EfXC-Ny7XybSl64BOtRcI1eoghCG/view?usp=share_link,,,,
